Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2025/5/23,2025,5,23,,13.1,,8.5,,10.8,,7.2,,0,,,,,,1.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/24,2025,5,24,,16.4,,9.1,,12.8,,5.2,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/25,2025,5,25,,17.4,,7.7,,12.5,,5.5,,0,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/26,2025,5,26,,20,,7.7,,13.8,,4.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/27,2025,5,27,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/28,2025,5,28,,17.3,,11.4,,14.4,,3.6,,0,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/29,2025,5,29,,17.8,,11.8,,14.8,,3.2,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/30,2025,5,30,,26.3,,12.5,,19.4,,0,,1.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/5/31,2025,5,31,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/1,2025,6,1,,16.6,,7.5,,12.1,,5.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/2,2025,6,2,,21.7,,6.6,,14.2,,3.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/3,2025,6,3,,25.8,,12.8,,19.3,,0,,1.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/4,2025,6,4,,28.5,,17.4,,22.9,,0,,4.9,,,,,,5.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/5,2025,6,5,,22.2,,16,,19.1,,0,,1.1,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2025/6/6,2025,6,6,,23.8,,16.7,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
