Date,Total_Delay_Min,Delay_Count,Total_Precip_mm,Mean_Temp_C,Snow_On_Grnd_cm,DayOfWeek
2025-01-19,44,21,0.2,-7.3,1.0,Sunday
2025-01-20,189,48,0.0,-10.5,3.0,Monday
2025-01-21,88,38,0.0,-12.4,3.0,Tuesday
2025-01-22,159,51,0.3,-11.8,2.0,Wednesday
2025-01-23,109,34,0.0,-5.4,3.0,Thursday
2025-01-24,88,39,0.0,-6.1,3.0,Friday
2025-01-25,110,38,0.0,-3.7,3.0,Saturday
2025-01-26,40,16,0.1,-1.8,3.0,Sunday
2025-01-27,83,36,0.1,-1.1,3.0,Monday
2025-01-28,79,43,6.0,-4.2,4.0,Tuesday
2025-01-29,96,39,0.2,-2.8,10.0,Wednesday
2025-01-30,93,39,0.0,-3.6,9.0,Thursday
2025-01-31,140,44,0.0,-2.6,8.0,Friday
2025-02-01,92,32,0.0,-10.2,6.0,Saturday
2025-02-02,56,37,1.1,-5.8,6.0,Sunday
2025-02-03,109,60,2.6,-0.3,7.0,Monday
2025-02-04,34,30,0.0,-3.7,6.0,Tuesday
2025-02-05,70,33,0.0,-5.8,7.0,Wednesday
2025-02-06,105,49,3.1,-1.1,7.0,Thursday
2025-02-07,76,40,0.0,-3.8,9.0,Friday
2025-02-08,169,23,6.1,-3.8,9.0,Saturday
2025-02-09,11,12,1.9,-2.0,21.0,Sunday
2025-02-10,88,36,0.0,-4.7,17.0,Monday
2025-02-11,81,36,0.0,-4.5,16.0,Tuesday
2025-02-12,210,39,13.3,-5.7,14.0,Wednesday
2025-02-13,140,54,10.5,-3.7,34.0,Thursday
2025-02-14,182,55,0.0,-5.0,31.0,Friday
2025-02-15,55,34,9.0,-3.2,30.0,Saturday
2025-02-16,377,67,17.3,-6.0,39.0,Sunday
2025-02-17,99,48,0.0,-8.6,46.0,Monday
2025-02-18,169,51,0.0,-9.2,42.0,Tuesday
2025-02-19,143,56,0.0,-8.1,39.0,Wednesday
2025-02-20,126,44,0.1,-8.6,38.0,Thursday
2025-02-21,95,38,0.0,-8.3,37.0,Friday
2025-02-22,71,19,0.2,-3.3,36.0,Saturday
2025-02-23,106,32,0.0,-0.1,35.0,Sunday
2025-02-24,66,40,0.0,4.2,33.0,Monday
2025-02-25,177,40,0.6,5.5,29.0,Tuesday
2025-02-26,56,25,0.0,3.2,25.0,Wednesday
2025-02-27,155,45,4.6,2.8,24.0,Thursday
2025-02-28,71,35,0.5,1.1,22.0,Friday
2025-03-01,63,28,0.0,-3.1,21.0,Saturday
2025-03-02,52,12,0.0,-9.6,21.0,Sunday
2025-03-03,81,26,0.0,-1.4,21.0,Monday
2025-03-04,95,32,0.9,4.0,20.0,Tuesday
2025-03-05,273,65,14.4,5.4,16.0,Wednesday
2025-03-06,112,30,0.1,0.5,12.0,Thursday
2025-03-07,126,33,0.0,0.8,12.0,Friday
2025-03-08,101,33,0.0,-1.3,11.0,Saturday
2025-03-09,41,23,0.0,3.2,10.0,Sunday
2025-03-10,69,29,0.0,7.2,8.0,Monday
2025-03-11,112,32,0.0,6.3,5.0,Tuesday
2025-03-12,56,34,0.0,-0.5,5.0,Wednesday
2025-03-13,59,32,0.0,2.3,5.0,Thursday
2025-03-14,52,29,0.0,6.2,5.0,Friday
2025-03-15,61,30,2.3,11.5,5.0,Saturday
2025-03-16,121,28,9.4,8.9,5.0,Sunday
2025-03-17,237,43,0.0,1.7,5.0,Monday
2025-03-18,58,21,0.0,6.9,5.0,Tuesday
2025-03-19,74,31,0.0,13.2,5.0,Wednesday
2025-03-20,109,39,0.8,7.3,5.0,Thursday
2025-03-21,115,31,0.0,3.2,5.0,Friday
2025-03-22,61,32,0.2,1.7,5.0,Saturday
2025-03-23,66,31,3.4,-2.3,5.0,Sunday
2025-03-24,87,44,2.4,3.6,1.0,Monday
2025-03-25,41,31,0.0,2.7,1.0,Tuesday
2025-03-26,79,30,0.0,1.4,1.0,Wednesday
2025-03-27,175,32,0.0,3.7,1.0,Thursday
2025-03-28,102,37,2.2,2.6,1.0,Friday
2025-03-29,62,26,9.1,1.1,1.0,Saturday
2025-03-30,85,22,5.2,3.4,1.0,Sunday
2025-03-31,194,37,0.1,6.1,1.0,Monday
2025-04-01,94,39,0.3,1.9,0.0,Tuesday
2025-04-02,170,50,29.3,2.0,0.0,Wednesday
2025-04-03,192,37,11.5,13.1,0.0,Thursday
2025-04-04,89,38,0.0,6.3,0.0,Friday
2025-04-05,179,32,2.1,7.0,0.0,Saturday
2025-04-06,45,22,0.0,4.5,0.0,Sunday
2025-04-07,106,34,0.0,2.0,0.0,Monday
2025-04-08,69,50,0.9,-2.0,0.0,Tuesday
2025-04-09,66,34,0.0,0.4,0.0,Wednesday
2025-04-10,56,24,3.1,3.3,0.0,Thursday
2025-04-11,93,43,2.1,3.5,0.0,Friday
2025-04-12,110,30,0.0,6.9,0.0,Saturday
2025-04-13,43,28,0.0,8.8,0.0,Sunday
2025-04-14,137,35,0.2,11.4,0.0,Monday
2025-04-15,48,34,0.0,7.2,0.0,Tuesday
2025-04-16,161,34,,,0.0,Wednesday
2025-04-17,71,29,0.0,6.1,0.0,Thursday
2025-04-18,39,20,1.1,13.4,0.0,Friday
2025-04-19,167,31,0.0,13.7,0.0,Saturday
2025-04-20,9,17,0.0,6.2,0.0,Sunday
2025-04-21,169,44,1.9,8.4,0.0,Monday
2025-04-22,108,39,0.0,11.7,0.0,Tuesday
2025-04-23,49,31,0.0,11.1,0.0,Wednesday
2025-04-24,56,32,0.0,15.4,0.0,Thursday
2025-04-25,75,36,0.0,13.4,0.0,Friday
2025-04-26,13,23,0.4,9.4,0.0,Saturday
2025-04-27,35,22,0.0,12.8,0.0,Sunday
2025-04-28,84,42,0.0,13.8,0.0,Monday
2025-04-29,128,45,1.9,15.7,0.0,Tuesday
2025-04-30,71,30,0.0,7.2,0.0,Wednesday
2025-05-01,109,32,11.7,8.4,0.0,Thursday
2025-05-02,117,33,0.0,14.9,0.0,Friday
2025-05-03,42,25,0.1,9.1,0.0,Saturday
2025-05-04,68,32,0.0,11.6,0.0,Sunday
2025-05-05,102,33,2.0,14.8,0.0,Monday
2025-05-06,26,24,0.5,14.4,0.0,Tuesday
2025-05-07,94,35,,,0.0,Wednesday
2025-05-08,95,31,,,0.0,Thursday
2025-05-09,74,26,0.0,10.0,0.0,Friday
2025-05-10,94,35,0.0,13.9,0.0,Saturday
2025-05-11,50,39,0.0,10.4,0.0,Sunday
2025-05-12,124,50,0.0,16.6,0.0,Monday
2025-05-13,43,22,7.0,18.3,0.0,Tuesday
2025-05-14,310,45,1.4,16.9,0.0,Wednesday
2025-05-15,29,26,0.0,18.6,0.0,Thursday
2025-05-16,73,37,9.7,21.2,0.0,Friday
2025-05-17,48,33,1.5,17.0,0.0,Saturday
2025-05-18,30,20,0.0,13.8,0.0,Sunday
2025-05-19,37,23,0.2,11.4,0.0,Monday
2025-05-20,76,45,0.0,9.6,0.0,Tuesday
2025-05-21,94,42,24.3,8.9,0.0,Wednesday
2025-05-22,57,32,27.0,8.1,0.0,Thursday
2025-05-23,80,43,1.9,10.8,0.0,Friday
2025-05-24,75,35,0.3,12.8,0.0,Saturday
2025-05-25,8,16,5.4,12.5,0.0,Sunday
2025-05-26,90,32,0.0,13.8,0.0,Monday
2025-05-27,82,33,,,0.0,Tuesday
2025-05-28,99,35,4.8,14.4,0.0,Wednesday
2025-05-29,283,57,1.1,14.8,0.0,Thursday
2025-05-30,114,43,0.0,19.4,0.0,Friday
2025-05-31,66,26,,,0.0,Saturday
2025-06-01,16,21,0.0,12.1,0.0,Sunday
2025-06-02,106,31,0.0,14.2,0.0,Monday
2025-06-03,78,33,0.0,19.3,0.0,Tuesday
2025-06-04,123,44,5.8,22.9,0.0,Wednesday
2025-06-05,40,30,1.0,19.1,0.0,Thursday
2025-06-06,116,32,0.0,20.3,0.0,Friday
2025-06-07,74,28,0.0,21.8,0.0,Saturday
2025-06-08,40,15,0.3,18.6,0.0,Sunday
2025-06-09,69,28,0.9,18.4,0.0,Monday
2025-06-10,180,31,0.0,18.7,0.0,Tuesday
2025-06-11,119,29,0.0,21.0,0.0,Wednesday
2025-06-12,112,35,0.2,20.4,0.0,Thursday
2025-06-13,65,45,0.0,15.7,0.0,Friday
2025-06-14,121,30,0.0,17.8,0.0,Saturday
2025-06-15,83,29,0.0,19.0,0.0,Sunday
2025-06-16,32,33,0.0,19.5,0.0,Monday
2025-06-17,77,26,0.0,21.1,0.0,Tuesday
2025-06-18,44,41,9.0,23.2,0.0,Wednesday
2025-06-19,127,32,0.0,20.9,0.0,Thursday
2025-06-20,66,30,0.0,21.4,0.0,Friday
2025-06-21,81,35,0.0,22.1,0.0,Saturday
2025-06-22,127,29,0.0,28.5,0.0,Sunday
2025-06-23,120,44,0.0,28.0,0.0,Monday
2025-06-24,101,49,0.0,30.5,0.0,Tuesday
2025-06-25,100,37,0.0,25.9,0.0,Wednesday
2025-06-26,88,39,3.7,19.6,0.0,Thursday
2025-06-27,84,39,2.7,19.7,0.0,Friday
2025-06-28,120,26,0.2,22.4,0.0,Saturday
2025-06-29,39,20,0.0,21.1,0.0,Sunday
2025-06-30,58,28,5.7,22.1,0.0,Monday
2025-07-01,69,27,0.0,25.8,0.0,Tuesday
2025-07-02,77,27,0.0,23.8,0.0,Wednesday
2025-07-03,36,24,0.0,22.5,0.0,Thursday
2025-07-04,47,26,0.0,20.6,0.0,Friday
2025-07-05,99,28,0.7,24.7,0.0,Saturday
2025-07-06,18,23,0.0,27.7,0.0,Sunday
2025-07-07,46,33,0.0,25.7,0.0,Monday
2025-07-08,99,35,0.0,23.0,0.0,Tuesday
2025-07-09,78,46,2.9,22.9,0.0,Wednesday
2025-07-10,19,30,0.3,23.4,0.0,Thursday
2025-07-11,58,37,0.0,26.2,0.0,Friday
2025-07-12,57,31,0.0,27.6,0.0,Saturday
2025-07-13,30,22,6.8,26.5,0.0,Sunday
2025-07-14,42,34,0.0,26.0,0.0,Monday
2025-07-15,135,38,0.0,26.4,0.0,Tuesday
2025-07-16,155,45,0.0,27.1,0.0,Wednesday
2025-07-17,175,40,0.0,22.7,0.0,Thursday
2025-07-18,57,32,0.0,19.2,0.0,Friday
2025-07-19,88,36,0.0,21.8,0.0,Saturday
2025-07-20,141,22,31.5,23.7,0.0,Sunday
2025-07-21,96,42,0.0,20.4,0.0,Monday
2025-07-22,118,39,0.0,20.0,0.0,Tuesday
2025-07-23,70,25,0.0,22.2,0.0,Wednesday
2025-07-24,35,29,2.2,26.1,0.0,Thursday
2025-07-25,80,37,0.2,26.5,0.0,Friday
2025-07-26,109,31,3.8,25.5,0.0,Saturday
2025-07-27,39,21,0.1,28.1,0.0,Sunday
2025-07-28,75,26,0.0,26.7,0.0,Monday
2025-07-29,72,31,0.0,27.0,0.0,Tuesday
2025-07-30,45,62,0.0,25.3,0.0,Wednesday
2025-07-31,82,41,3.8,20.5,0.0,Thursday
2025-08-01,76,60,0.0,20.2,0.0,Friday
2025-08-02,70,47,0.0,20.9,0.0,Saturday
2025-08-03,45,37,0.0,22.4,0.0,Sunday
2025-08-04,36,32,0.0,22.9,0.0,Monday
2025-08-05,101,46,0.0,24.2,0.0,Tuesday
2025-08-06,59,38,0.0,24.3,0.0,Wednesday
2025-08-07,79,50,0.0,24.6,0.0,Thursday
2025-08-08,52,48,0.0,25.0,0.0,Friday
2025-08-09,124,60,0.0,26.9,0.0,Saturday
2025-08-10,121,58,0.0,27.1,0.0,Sunday
2025-08-11,91,52,0.0,27.6,0.0,Monday
2025-08-12,62,42,2.6,27.9,0.0,Tuesday
2025-08-13,190,41,5.6,25.4,0.0,Wednesday
2025-08-14,60,38,0.0,24.1,0.0,Thursday
2025-08-15,41,48,0.0,24.7,0.0,Friday
2025-08-16,108,50,0.0,25.6,0.0,Saturday
2025-08-17,208,48,16.0,22.4,0.0,Sunday
2025-08-18,73,39,0.0,18.1,0.0,Monday
2025-08-19,81,69,20.0,20.1,0.0,Tuesday
2025-08-20,36,22,0.2,19.4,0.0,Wednesday
2025-08-21,121,30,0.0,19.5,0.0,Thursday
2025-08-22,83,30,0.0,21.2,0.0,Friday
2025-08-23,39,61,0.1,22.6,0.0,Saturday
2025-08-24,54,39,3.4,20.4,0.0,Sunday
2025-08-25,71,28,0.9,17.9,0.0,Monday
2025-08-26,84,29,3.5,17.4,0.0,Tuesday
2025-08-27,73,35,0.0,17.7,0.0,Wednesday
2025-08-28,51,23,5.6,15.7,0.0,Thursday
2025-08-29,230,51,0.0,14.1,0.0,Friday
2025-08-30,52,29,0.0,16.1,0.0,Saturday
2025-08-31,46,29,0.0,17.6,0.0,Sunday
2025-09-01,33,21,0.0,18.7,0.0,Monday
2025-09-02,57,28,0.0,20.2,0.0,Tuesday
2025-09-03,40,29,0.8,20.3,0.0,Wednesday
2025-09-04,57,29,22.8,15.8,0.0,Thursday
2025-09-05,80,37,0.0,17.6,0.0,Friday
2025-09-06,57,28,0.0,16.4,0.0,Saturday
2025-09-07,58,26,0.0,15.2,0.0,Sunday
2025-09-08,34,29,0.0,14.1,0.0,Monday
2025-09-09,45,34,0.0,16.4,0.0,Tuesday
2025-09-10,106,35,0.0,19.3,0.0,Wednesday
2025-09-11,71,26,0.0,20.5,0.0,Thursday
2025-09-12,88,42,0.0,18.6,0.0,Friday
2025-09-13,46,23,0.1,19.9,0.0,Saturday
2025-09-14,49,22,0.0,20.4,0.0,Sunday
2025-09-15,53,33,0.0,19.8,0.0,Monday
2025-09-16,151,35,0.0,20.0,0.0,Tuesday
2025-09-17,27,28,0.0,19.8,0.0,Wednesday
2025-09-18,67,26,0.4,20.8,0.0,Thursday
2025-09-19,39,28,0.0,18.0,0.0,Friday
2025-09-20,37,23,0.0,14.9,0.0,Saturday
2025-09-21,47,25,18.3,19.2,0.0,Sunday
2025-09-22,47,32,6.5,20.9,0.0,Monday
2025-09-23,149,20,5.0,22.0,0.0,Tuesday
2025-09-24,110,30,10.5,19.8,0.0,Wednesday
2025-09-25,137,44,17.7,18.9,0.0,Thursday
2025-09-26,99,37,0.0,19.3,0.0,Friday
2025-09-27,103,23,0.0,20.0,0.0,Saturday
2025-09-28,55,23,0.0,19.4,0.0,Sunday
2025-09-29,70,25,0.0,18.8,0.0,Monday
2025-09-30,165,45,0.0,18.1,0.0,Tuesday
2025-10-01,162,44,0.0,14.1,0.0,Wednesday
2025-10-02,115,33,0.0,14.4,0.0,Thursday
2025-10-03,28,33,0.0,17.6,0.0,Friday
2025-10-04,35,26,0.0,20.9,0.0,Saturday
2025-10-05,80,26,0.0,21.8,0.0,Sunday
2025-10-06,65,27,0.0,21.8,0.0,Monday
2025-10-07,153,34,10.5,18.1,0.0,Tuesday
2025-10-08,99,44,0.0,11.5,0.0,Wednesday
2025-10-09,75,36,0.0,9.4,0.0,Thursday
2025-10-10,71,35,3.3,12.0,0.0,Friday
2025-10-11,57,25,0.0,15.4,0.0,Saturday
2025-10-12,35,17,0.2,14.9,0.0,Sunday
2025-10-13,58,23,0.0,15.4,0.0,Monday
2025-10-14,65,28,0.0,16.3,0.0,Tuesday
2025-10-15,85,33,0.0,11.3,0.0,Wednesday
2025-10-16,68,32,0.0,10.0,0.0,Thursday
2025-10-17,87,40,7.0,10.4,0.0,Friday
2025-10-18,87,28,0.0,16.5,0.0,Saturday
2025-10-19,71,29,11.6,18.0,0.0,Sunday
2025-10-20,69,36,4.4,11.8,0.0,Monday
2025-10-21,141,42,0.4,12.0,0.0,Tuesday
2025-10-22,23,25,,,0.0,Wednesday
2025-10-23,162,32,0.2,9.8,0.0,Thursday
2025-10-24,69,36,0.8,8.8,0.0,Friday
2025-10-25,36,30,0.0,8.7,0.0,Saturday
2025-10-26,46,23,0.0,6.1,0.0,Sunday
2025-10-27,157,43,0.0,6.7,0.0,Monday
2025-10-28,50,34,0.0,8.4,0.0,Tuesday
2025-10-29,125,36,0.0,8.3,0.0,Wednesday
2025-10-30,48,40,17.9,7.5,0.0,Thursday
2025-10-31,69,45,1.8,6.8,0.0,Friday
